id,language,text,intent,source
2536,mixed,relief camp najik cha ki!!!,shelter_request,mixed_dataset.csv
2537,mixed,aago chittai failira xa bazaar ma,fire_incident_report,mixed_dataset.csv
2538,mixed,ghar baliraxa fire brigade chhai,fire_incident_report,mixed_dataset.csv
2539,mixed,gaun najik ko pul bhatkiyo,road_blockage_report,mixed_dataset.csv
2540,mixed,mausam kasto cha,fallback_unclear,mixed_dataset.csv
2541,mixed,bhukampa report garna man xa hamroarea ma,earthquake_occurring_report,mixed_dataset.csv
2542,mixed,wall khasekole mero bhai lai thichyo,trapped_debris_report,mixed_dataset.csv
2543,mixed,bhukampa gayo Kathmandu ma???,earthquake_occurring_report,mixed_dataset.csv
2544,mixed,yahasaaf pani xaina,food_water_request,mixed_dataset.csv
2545,mixed,rescue ko lagi kaha phone garne???,emergency_contact_request,mixed_dataset.csv
2546,mixed,bhukampa dekhi bijuli xaiina,power_outage_report,mixed_dataset.csv
2547,mixed,mero buwa lai badly injury bhayo,injury_report,mixed_dataset.csv
2548,mixed,mero bha ighar aaunu bhako xaina ahile samma,family_member_missing,mixed_dataset.csv
2549,mixed,behosh bhako manxe laikasari help garne,first_aid_query,mixed_dataset.csv
2550,mixed,rescue chai xa ma thuniyeko xu,trapped_debris_report,mixed_dataset.csv
2551,mixed,power outage cha hamro area ma,power_outage_report,mixed_dataset.csv
2552,mixed,road ma crack bayo jana sakidaina,road_blockage_report,mixed_dataset.csv
2553,mixed,road block bhayo landslide le gaun najik,road_blockage_report,mixed_dataset.csv
2554,mixed,Kathmandu ko lagi aftershock warning,aftershock_information_query,mixed_dataset.csv
2555,mixed,arko bhukampa aaunxa ki,aftershock_information_query,mixed_dataset.csv
2556,mixed,school area ma ambulance patauna,medical_emergency_request,mixed_dataset.csv
2557,mixed,bijuli kahilea aunxa,power_outage_report,mixed_dataset.csv
2558,mixed,road ma crack bhayo jana sakidaina asap,road_blockage_report,mixed_dataset.csv
2559,mixed,ghau ma bandage kasai garne,first_aid_query,mixed_dataset.csv
2560,mixed,jhatka mahsus bhay o5 minute agadi,earthquake_occurring_report,mixed_dataset.csv
2561,mixed,cha tkhasyo bhukampa ma,building_collapse_report,mixed_dataset.csv
2562,mixed,mero saathi debris munni thuniyo,trapped_debris_report,mixed_dataset.csv
2563,mixed,next ssteps k ho bhannu hos,status_check_general,mixed_dataset.csv
2564,mixed,mero mama ko phone lagdaina bhukampa dekhi,family_member_missing,mixed_dataset.csv
2565,mixed,pelase help garnu bhai,sos_help_request,mixed_dataset.csv
2566,mixed,mero bhai pinned under debris malai help chai,trapped_debris_report,mixed_dataset.csv
2567,mixed,mero aaam debris muni thuniyo,trapped_debris_report,mixed_dataset.csv
2568,mixed,emergency kit ma k khunu parxa,preparedness_tips_query,mixed_dataset.csv
2569,mixed,doctor chaixa abhi nai,medical_emergency_request,mixed_dataset.csv
2570,mixed,ahile k garne ma,status_check_general,mixed_dataset.csv
2571,mixed,dhanyabad that helped a lot,goodbye_thanks,mixed_dataset.csv
2572,mixed,strong tremor bhukampa jasto???,earthquake_occurring_report,mixed_dataset.csv
2573,mixed,aag ochittai failira xa school najik ma,fire_incident_report,mixed_dataset.csv
2574,mixed,bhukampa report garna manxa Pokhara ma,earthquake_occurring_report,mixed_dataset.csv
2575,mixed,gaun najik kko pul bhatkiyo,road_blockage_report,mixed_dataset.csv
2576,mixed,mero didi safe cha vanera status update garna man xa!!!,family_reunification_status,mixed_dataset.csv
2577,mixed,Kathmandu najik ko pulbhatkiyo,road_blockage_report,mixed_dataset.csv
2578,mixed,hamro ghar pura bhatkiyo help,building_collapse_report,mixed_dataset.csv
2579,mixed,baby formula ra pani chai,food_water_request,mixed_dataset.csv
2580,mixed,strong gas smell xabuilding ma,gas_leak_report,mixed_dataset.csv
2581,mixed,mero ghar lai earthquake safe kasari banaune pls,preparedness_tips_query,mixed_dataset.csv
2582,mixed,dherai raagat bagira xa medic chai xa,medical_emergency_request,mixed_dataset.csv
2583,mixed,najik ko relief camp kaha cha,shelter_request,mixed_dataset.csv
2584,mixed,mero buwa ko phone lagdaina bhukampa dekhi,family_member_missing,mixed_dataset.csv
2585,mixed,schoolbuilding half bhatkiyo,building_collapse_report,mixed_dataset.csv
2586,mixed,mero ghar ma ambulancce patau na,medical_emergency_request,mixed_dataset.csv
2587,mixed,mero buwa lai ambulancechai urgent,medical_emergency_request,mixed_dataset.csv
2588,mixed,sabai hallyo bhukampa le,earthquake_occurring_report,mixed_dataset.csv
2589,mixed,ghar hallyo bhukampa jasto,earthquake_occurring_report,mixed_dataset.csv
2590,mixed,earrthquake bhayo hamro area ma,earthquake_occurring_report,mixed_dataset.csv
2591,mixed,bhukampa report garna man xa ahmro area ma,earthquake_occurring_report,mixed_dataset.csv
2592,mixed,road ma crack bhayo jana sakidaina,road_blockage_report,mixed_dataset.csv
2593,mixed,"danyabad, bye bye",goodbye_thanks,mixed_dataset.csv
2594,mixed,tapai k k gaarna saknu huncha,fallback_unclear,mixed_dataset.csv
2595,mixed,mero saathi lai deep wound xa asap,injury_report,mixed_dataset.csv
2596,mixed,furniturelai khasnu bata kasari secure garne,preparedness_tips_query,mixed_dataset.csv
2597,mixed,road block bhayo landslide le Kathmandu najik???,road_blockage_report,mixed_dataset.csv
2598,mixed,earthquake agadi k k ready rakhne plz,preparedness_tips_query,mixed_dataset.csv
2599,mixed,cannot move stuck under concrete malai,trapped_debris_report,mixed_dataset.csv
2600,mixed,saaf khane pani urgent chai!!!,food_water_request,mixed_dataset.csv
2601,mixed,sprai nbhayeko khutta ko lagi k garne,first_aid_query,mixed_dataset.csv
2602,mixed,building ma fire xa bazaar najik pls,fire_incident_report,mixed_dataset.csv
2603,mixed,k oh yo bot,fallback_unclear,mixed_dataset.csv
2604,mixed,mero saaathi lai deep wound xa,injury_report,mixed_dataset.csv
2605,mixed,thanks yestohelpful huncha,goodbye_thanks,mixed_dataset.csv
2606,mixed,2 din dekhi bijuli xaina,power_outage_report,mixed_dataset.csv
2607,mixed,Kathmandu ma power line khaseko cha,power_outage_report,mixed_dataset.csv
2608,mixed,tent camp ko location chai,shelter_request,mixed_dataset.csv
2609,mixed,ahile k garnu parxa,status_check_general,mixed_dataset.csv
2610,mixed,jhatka mahsu sbhayo 5 minute agadi,earthquake_occurring_report,mixed_dataset.csv
2611,mixed,doctor chai xa abhi nai now,medical_emergency_request,mixed_dataset.csv
2612,mixed,mero didi laai safely locate garya,family_reunification_status,mixed_dataset.csv
2613,mixed,strong tremor bhukampa jasto,earthquake_occurring_report,mixed_dataset.csv
2614,mixed,evacuation ko lagi khulla thau kaha cha!!!,safe_location_query,mixed_dataset.csv
2615,mixed,bhukampaa gayo Pokhara ma,earthquake_occurring_report,mixed_dataset.csv
2616,mixed,namaste can you help me,greeting,mixed_dataset.csv
2617,mixed,baby formula ra paani chai,food_water_request,mixed_dataset.csv
2618,mixed,hamro area ma safe zone kaha cha pls,safe_location_query,mixed_dataset.csv
2619,mixed,mero sathi pinned under debris malai help chai,trapped_debris_report,mixed_dataset.csv
2620,mixed,"namaste bot,are u online",greeting,mixed_dataset.csv
2621,mixed,aaja raati arko jhatkaa aunxa ki,aftershock_information_query,mixed_dataset.csv
2622,mixed,mero didi lai deep wound xa plz,injury_report,mixed_dataset.csv
2623,mixed,aftershock aaunxa ki???,aftershock_information_query,mixed_dataset.csv
2624,mixed,mero buwa lai safely locate garya,family_reunification_status,mixed_dataset.csv
2625,mixed,bhukampa report garna man xa Kathmandu ma now,earthquake_occurring_report,mixed_dataset.csv
2626,mixed,ghar pura bhatkiyo???,building_collapse_report,mixed_dataset.csv
2627,mixed,ghar balirraxa fire brigade chai,fire_incident_report,mixed_dataset.csv
2628,mixed,wall khaseko le mero aama lai thichyo,trapped_debris_report,mixed_dataset.csv
2629,mixed,gas ko smell airaxa bhukampa pachi plz,gas_leak_report,mixed_dataset.csv
2630,mixed,ghar ekdam hallyo earthquake hoki k ho,earthquake_occurring_report,mixed_dataset.csv
2631,mixed,cannot move stuck under concrete malai???,trapped_debris_report,mixed_dataset.csv
2632,mixed,haat ma minor chotxa,injury_report,mixed_dataset.csv
2633,mixed,relief camp najik cha ki,shelter_request,mixed_dataset.csv
2634,mixed,power outage cha hamro area ma???,power_outage_report,mixed_dataset.csv
2635,mixed,gas stove le aago lagyo,fire_incident_report,mixed_dataset.csv
2636,mixed,sabai hallyo bhukampale,earthquake_occurring_report,mixed_dataset.csv
2637,mixed,building bata bahira niskane safest tarika,evacuation_guidance_query,mixed_dataset.csv
2638,mixed,mero buwa lai mbulance chai urgent,medical_emergency_request,mixed_dataset.csv
2639,mixed,relief camp ma mero didi bhetiyo,family_reunification_status,mixed_dataset.csv
2640,mixed,building ma fire xa school najik najik,fire_incident_report,mixed_dataset.csv
2641,mixed,haat bhachiyo help chai,injury_report,mixed_dataset.csv
2642,mixed,ksaari safely evacuate garne,evacuation_guidance_query,mixed_dataset.csv
2643,mixed,aago chittai failira xa school najikma,fire_incident_report,mixed_dataset.csv
2644,mixed,furniture lai khasnubata kasari secure garne,preparedness_tips_query,mixed_dataset.csv
2645,mixed,ghau bhayeko thau ma kasari treat gare,first_aid_query,mixed_dataset.csv
2646,mixed,hello jisanchai hunuhuncha,greeting,mixed_dataset.csv
2647,mixed,mero ghar lia earthquake safe kasari banaune,preparedness_tips_query,mixed_dataset.csv
2648,mixed,relief camp najik cha ki pls,shelter_request,mixed_dataset.csv
2649,mixed,mero bhai sanga abhi reunite bhayo help,family_reunification_status,mixed_dataset.csv
2650,mixed,dhannyabad ekdum helpful thiyo,goodbye_thanks,mixed_dataset.csv
2651,mixed,hamro area ko lagi evacuation plan???,evacuation_guidance_query,mixed_dataset.csv
2652,mixed,"namaste, are you there help",greeting,mixed_dataset.csv
2653,mixed,mero didi pinned under debris malai help chi,trapped_debris_report,mixed_dataset.csv
2654,mixed,bhukamp aaayo,earthquake_occurring_report,mixed_dataset.csv
2655,mixed,sos maai help chai,sos_help_request,mixed_dataset.csv
2656,mixed,kun khulla thau safe cha gather garna pls,safe_location_query,mixed_dataset.csv
2657,mixed,aago chittaifailira xa bazaar ma,fire_incident_report,mixed_dataset.csv
2658,mixed,ghar bhitra farkkana milxa ki,building_damage_check,mixed_dataset.csv
2659,mixed,mero saathi bhukampa pachi missing hunuhuncha plz,family_member_missing,mixed_dataset.csv
2660,mixed,taaauko bata raagat bagira xa,injury_report,mixed_dataset.csv
2661,mixed,mero bhai lai safely locate garya,family_reunification_status,mixed_dataset.csv
2662,mixed,mero aama unconscious bhayo plz,medical_emergency_request,mixed_dataset.csv
2663,mixed,ghar pura bhatkiyo,building_collapse_report,mixed_dataset.csv
2664,mixed,tourist police ko number dinu hos,emergency_contact_request,mixed_dataset.csv
2665,mixed,joke bhanna saknu hucha,fallback_unclear,mixed_dataset.csv
2666,mixed,mero didi lai badly injur ybhayo,injury_report,mixed_dataset.csv
2667,mixed,thanks a lot bhai help,goodbye_thanks,mixed_dataset.csv
2668,mixed,thank u dai malaithaha bhayo,goodbye_thanks,mixed_dataset.csv
2669,mixed,road block bhayo landslide le hamro area najik,road_blockage_report,mixed_dataset.csv
2670,mixed,frie brigade ko contact number,emergency_contact_request,mixed_dataset.csv
2671,mixed,aftershock aaunxa ki,aftershock_information_query,mixed_dataset.csv
2672,mixed,aago lagyo buhkampa pachi,fire_incident_report,mixed_dataset.csv
2673,mixed,abhi ghar bhitar jana milxa ki,building_damage_check,mixed_dataset.csv
2674,mixed,tapai k k garna saknu huncha plz,fallback_unclear,mixed_dataset.csv
2675,mixed,mero mama sanga coontact tutyo,family_member_missing,mixed_dataset.csv
2676,mixed,help pls ma dherai fright maxu,sos_help_request,mixed_dataset.csv
2677,mixed,gaun jana akidaina road band cha,road_blockage_report,mixed_dataset.csv
2678,mixed,building ma firee xa school najik najik,fire_incident_report,mixed_dataset.csv
2679,mixed,ghau bhayeko thau ma kasari treat garne now,first_aid_query,mixed_dataset.csv
2680,mixed,mero buwalai chest ma dukheko xa,medical_emergency_request,mixed_dataset.csv
2681,mixed,mero didi safe cha vanera status update garna man xa,family_reunification_status,mixed_dataset.csv
2682,mixed,sos sos help pls,sos_help_request,mixed_dataset.csv
2683,mixed,mero didi sanga abhi reunite bhayo,family_reunification_status,mixed_dataset.csv
2684,mixed,mero saathi lai badly injury bhayo,injury_report,mixed_dataset.csv
2685,mixed,mero mama sanga contact tutyo,family_member_missing,mixed_dataset.csv
2686,mixed,taauko bata raagat bagira xa,injury_report,mixed_dataset.csv
2687,mixed,please rescueme malai help chai,sos_help_request,mixed_dataset.csv
2688,mixed,ambulance ko numbr k ho,emergency_contact_request,mixed_dataset.csv
2689,mixed,hello dai malai kei sodhnu thiyo,greeting,mixed_dataset.csv
2690,mixed,earthquake preparedness ko tips dinu hos,preparedness_tips_query,mixed_dataset.csv
2691,mixed,bachcha haru lai earthquake drill ko lagi kasari prepare garne,preparedness_tips_query,mixed_dataset.csv
2692,mixed,hamro area mafire lagyo,fire_incident_report,mixed_dataset.csv
2693,mixed,building ma fire xa hamro area najik???,fire_incident_report,mixed_dataset.csv
2694,mixed,hamro area ko lagi aftershock warning,aftershock_information_query,mixed_dataset.csv
2695,mixed,mero aama pinned under debris malai help chai urgent pls,trapped_debris_report,mixed_dataset.csv
2696,mixed,mero saathi lai chest ma dukheko xa,medical_emergency_request,mixed_dataset.csv
2697,mixed,meero saathi lai chest ma dukheko xa,medical_emergency_request,mixed_dataset.csv
2698,mixed,hamro ghar pura bhatkiyo,building_collapse_report,mixed_dataset.csv
2699,mixed,najikko relief camp kaha cha,shelter_request,mixed_dataset.csv
2700,mixed,mero buwa lai chest ma dukheko xa,medical_emergency_request,mixed_dataset.csv
2701,mixed,earthquakego bag kasari prepare garne,preparedness_tips_query,mixed_dataset.csv
2702,mixed,building ma fire xa Kathmandu najik asap,fire_incident_report,mixed_dataset.csv
2703,mixed,gas lea kbhayo ghar ma,gas_leak_report,mixed_dataset.csv
2704,mixed,mero buwa pinned under debris malaih elp chai,trapped_debris_report,mixed_dataset.csv
2705,mixed,aftershock pachi ghar bhitra sutna safe cha ki,aftershock_information_query,mixed_dataset.csv
2706,mixed,bhukampa report garna man xa Pokhara ma,earthquake_occurring_report,mixed_dataset.csv
2707,mixed,road block bhayo landslide le Kathmandu najik,road_blockage_report,mixed_dataset.csv
2708,mixed,Kathmandu ma poewr line khaseko cha,power_outage_report,mixed_dataset.csv
2709,mixed,aftershock pachi ghar bhitra ustna safe cha ki,aftershock_information_query,mixed_dataset.csv
2710,mixed,random type gadai xu,fallback_unclear,mixed_dataset.csv
2711,mixed,mero bhai sanga abhi reunite bhayo,family_reunification_status,mixed_dataset.csv
2712,mixed,bhachhiyeko haat ko first aid k ho,first_aid_query,mixed_dataset.csv
2713,mixed,ahile k action ilnu parxa,status_check_general,mixed_dataset.csv
2714,mixed,hamro areama bijuli katti bhayo,power_outage_report,mixed_dataset.csv
2715,mixed,kitchen ma gas dherai chuhira xa urgent pls,gas_leak_report,mixed_dataset.csv
2716,mixed,Kathmandu ma ammbulance patau na,medical_emergency_request,mixed_dataset.csv
2717,mixed,thanks a lot bhai,goodbye_thanks,mixed_dataset.csv
2718,mixed,help chaincha ma darai xu,sos_help_request,mixed_dataset.csv
2719,mixed,jhatka mahsus bhayo 5 minute agadi,earthquake_occurring_report,mixed_dataset.csv
2720,mixed,bhukampa pachi mero didi lai bhettauna skaina,family_member_missing,mixed_dataset.csv
2721,mixed,mero aama sanga abhi reunite bhayo,family_reunification_status,mixed_dataset.csv
2722,mixed,pura bulding dhalyo Kathmandu ma,building_collapse_report,mixed_dataset.csv
2723,mixed,mero aama lai safely locate garya,family_reunification_status,mixed_dataset.csv
2724,mixed,ahile ko sitution k ho,status_check_general,mixed_dataset.csv
2725,mixed,bazaarma fire lagyo,fire_incident_report,mixed_dataset.csv
2726,mixed,red cross ko helpline number,emergency_contact_request,mixed_dataset.csv
2727,mixed,Kathmandu najik ko pul bhatkiyo plz,road_blockage_report,mixed_dataset.csv
2728,mixed,mero aama pinned uner debris malai help chai,trapped_debris_report,mixed_dataset.csv
2729,mixed,bijulii kahile aaunxa,power_outage_report,mixed_dataset.csv
2730,mixed,aago lagyo bhukampa pachi,fire_incident_report,mixed_dataset.csv
2731,mixed,hami kahashelter linna sakxam safely,safe_location_query,mixed_dataset.csv
2732,mixed,ghar ekdam hallyo earthquake ho ki k ho,earthquake_occurring_report,mixed_dataset.csv
2733,mixed,school ara ma ambulance patau na,medical_emergency_request,mixed_dataset.csv
2734,mixed,merobuwa lai badly injury bhayo,injury_report,mixed_dataset.csv
2735,mixed,poleko thau ko firstaid,first_aid_query,mixed_dataset.csv
2736,mixed,temporary shelter kkaha paunxa,shelter_request,mixed_dataset.csv
2737,mixed,bhukmpa aayo abhi,earthquake_occurring_report,mixed_dataset.csv
2738,mixed,aaja rati arko jhatka aaunxa ki,aftershock_information_query,mixed_dataset.csv
2739,mixed,hey bhauju k cha,greeting,mixed_dataset.csv
2740,mixed,mero family ra kids ko lagi shelter chhai,shelter_request,mixed_dataset.csv
2741,mixed,relief camp ma mero buwabhetiyo,family_reunification_status,mixed_dataset.csv
2742,mixed,najikai ko apartment bhatkiyo,building_collapse_report,mixed_dataset.csv
2743,mixed,bhukampa report garna man xa Kathmandu ma pls,earthquake_occurring_report,mixed_dataset.csv
2744,mixed,ambulance chaincha malai,medical_emergency_request,mixed_dataset.csv
2745,mixed,mero bhai safecha vanera status update garna man xa,family_reunification_status,mixed_dataset.csv
2746,mixed,wall batkiyo road ma,building_collapse_report,mixed_dataset.csv
2747,mixed,sprain bhayeko khutta ko lagi k garrne,first_aid_query,mixed_dataset.csv
2748,mixed,mero buwa debrismuni thuniyo,trapped_debris_report,mixed_dataset.csv
2749,mixed,mero bhai lai deep wound xa,injury_report,mixed_dataset.csv
2750,mixed,hello dai malai kehi sodhnu thiyo,greeting,mixed_dataset.csv
2751,mixed,mero bhai lai ambulance chai ugent,medical_emergency_request,mixed_dataset.csv
2752,mixed,hami abhi evcauate garnu parxa ki,evacuation_guidance_query,mixed_dataset.csv
2753,mixed,bihana dekhi mero mama bata habar xaina,family_member_missing,mixed_dataset.csv
2754,mixed,namastecan you help me,greeting,mixed_dataset.csv
2755,mixed,bhukampa pachi mero bhai lai bhettauna sakina,family_member_missing,mixed_dataset.csv
2756,mixed,rescueko lagi kaha phone garne,emergency_contact_request,mixed_dataset.csv
2757,mixed,ghar bhitra farkana milxa ki,building_damage_check,mixed_dataset.csv
2758,mixed,mero aama sangaabhi reunite bhayo,family_reunification_status,mixed_dataset.csv
2759,mixed,building aliaktitilt bhayo danger cha ki,building_damage_check,mixed_dataset.csv
2760,mixed,mero aama ghar aaunu bhako xaina ahile samma,family_member_missing,mixed_dataset.csv
2761,mixed,debrisle highway band bhayo,road_blockage_report,mixed_dataset.csv
2762,mixed,khana ra pani sakiyo help,food_water_request,mixed_dataset.csv
2763,mixed,mero didi lai deep wound xa,injury_report,mixed_dataset.csv
2764,mixed,thank you dai next time feri sodhchu,goodbye_thanks,mixed_dataset.csv
2765,mixed,mero didi pinned under debris malai help chhai,trapped_debris_report,mixed_dataset.csv
2766,mixed,thanksyesto helpful huncha,goodbye_thanks,mixed_dataset.csv
2767,mixed,hamro gha rnajik gas leak bhayo,gas_leak_report,mixed_dataset.csv
2768,mixed,mero khutta ma chot lagyyo,injury_report,mixed_dataset.csv
2769,mixed,purabuilding dhalyo gaun ma,building_collapse_report,mixed_dataset.csv
2770,mixed,gharp ura bhatkiyo,building_collapse_report,mixed_dataset.csv
2771,mixed,hi are uu working offline,greeting,mixed_dataset.csv
2772,mixed,relief camp mma mero buwa bhetiyo,family_reunification_status,mixed_dataset.csv
2773,mixed,bhukampa aayo bhi,earthquake_occurring_report,mixed_dataset.csv
2774,mixed,bhukampa pachi crack aayo,building_damage_check,mixed_dataset.csv
2775,mixed,thank u sir ali help bhayo,goodbye_thanks,mixed_dataset.csv
2776,mixed,mero saath unconscious bhayo,medical_emergency_request,mixed_dataset.csv
2777,mixed,building safe cha ki kasari thaha pauney urgent pls,building_damage_check,mixed_dataset.csv
2778,mixed,ghar hallyobhukampa jasto,earthquake_occurring_report,mixed_dataset.csv
2779,mixed,relief camp ma mero diidi bhetiyo,family_reunification_status,mixed_dataset.csv
2780,mixed,najik ko assembly point kaaha cha,safe_location_query,mixed_dataset.csv
2781,mixed,bhukampa achi crack aayo,building_damage_check,mixed_dataset.csv
2782,mixed,pura buidling dhalyo gaun ma,building_collapse_report,mixed_dataset.csv
2783,mixed,mero dii bhukampa pachi missing hunuhuncha,family_member_missing,mixed_dataset.csv
2784,mixed,bijuli kahile aaaunxa,power_outage_report,mixed_dataset.csv
2785,mixed,brick khaseko le agyo,injury_report,mixed_dataset.csv
2786,mixed,gas leak bhayo ghar ma,gas_leak_report,mixed_dataset.csv
2787,mixed,arko bhukampa aaunxa ki???,aftershock_information_query,mixed_dataset.csv
2788,mixed,relief camp ma mero didi bhhetiyo,family_reunification_status,mixed_dataset.csv
2789,mixed,gaun jana sakidaina roa dband cha,road_blockage_report,mixed_dataset.csv
2790,mixed,building ma ifre xa hamro area najik,fire_incident_report,mixed_dataset.csv
2791,mixed,haat bhachiyo help chai pls,injury_report,mixed_dataset.csv
2792,mixed,mero saathi lai chest ma dukehko xa,medical_emergency_request,mixed_dataset.csv
2793,mixed,reelief camp ma mero bhai bhetiyo,family_reunification_status,mixed_dataset.csv
2794,mixed,anle sprain bhayo hidna sakina,injury_report,mixed_dataset.csv
2795,mixed,saaf khane pani urgent chi,food_water_request,mixed_dataset.csv
2796,mixed,medical emergency cha help garnu,medical_emergency_request,mixed_dataset.csv
2797,mixed,najika iko safe zone kaha cha,safe_location_query,mixed_dataset.csv
2798,mixed,wall ma thulo crcak cha evacuate garne ki,building_damage_check,mixed_dataset.csv
2799,mixed,bhukampako jhatka aaile feel bhayo,earthquake_occurring_report,mixed_dataset.csv
2800,mixed,help chaincha a darai xu,sos_help_request,mixed_dataset.csv
2801,mixed,hamro area jana sakidaina road band cha,road_blockage_report,mixed_dataset.csv
2802,mixed,hello ji sanchai hunuhunccha,greeting,mixed_dataset.csv
2803,mixed,mero ghar ma ambulance patau na,medical_emergency_request,mixed_dataset.csv
2804,mixed,Kathmandu najik ko pul bhatkiyo,road_blockage_report,mixed_dataset.csv
2805,mixed,hostel ma ambulance patau na urgent pls,medical_emergency_request,mixed_dataset.csv
2806,mixed,strongtremor bhukampa jasto,earthquake_occurring_report,mixed_dataset.csv
2807,mixed,power outage cha hamro ara ma,power_outage_report,mixed_dataset.csv
2808,mixed,food distribution point najik cha ki now,food_water_request,mixed_dataset.csv
2809,mixed,cylinder bata gas chuhi raxa,gas_leak_report,mixed_dataset.csv
2810,mixed,bhukampa gayo Pokhara ma,earthquake_occurring_report,mixed_dataset.csv
2811,mixed,mero bhai debrismuni thuniyo,trapped_debris_report,mixed_dataset.csv
2812,mixed,hi malai chahyo help,greeting,mixed_dataset.csv
2813,mixed,mero bhai sanga contact tutyo pls,family_member_missing,mixed_dataset.csv
2814,mixed,hi malai chahiyo help,greeting,mixed_dataset.csv
2815,mixed,bhukampa pachi mero didilai bhettauna sakina,family_member_missing,mixed_dataset.csv
2816,mixed,najikai ko sfae zone kaha cha,safe_location_query,mixed_dataset.csv
2817,mixed,thank u da malai thaha bhayo,goodbye_thanks,mixed_dataset.csv
2818,mixed,gas leak bayo ghar ma,gas_leak_report,mixed_dataset.csv
2819,mixed,thanks yesto helpfu huncha,goodbye_thanks,mixed_dataset.csv
2820,mixed,thanks bro ekdam ramro jankai,goodbye_thanks,mixed_dataset.csv
2821,mixed,mero buwa safe cha vanera status update garna man xa!!!,family_reunification_status,mixed_dataset.csv
2822,mixed,tent camp ko location chai!!!,shelter_request,mixed_dataset.csv
2823,mixed,tapai kati uer ko hunuhuncha,fallback_unclear,mixed_dataset.csv
2824,mixed,ankle sprain bhayo hidna sakina,injury_report,mixed_dataset.csv
2825,mixed,najik ko reliefcamp kaha cha,shelter_request,mixed_dataset.csv
2826,mixed,mero buwa safe cha vannera status update garna man xa,family_reunification_status,mixed_dataset.csv
2827,mixed,evacuation ko instructions dinu hos???,evacuation_guidance_query,mixed_dataset.csv
2828,mixed,"namaste, ar you there",greeting,mixed_dataset.csv
2829,mixed,mero buwa lai aambulance chai urgent,medical_emergency_request,mixed_dataset.csv
2830,mixed,mero buwa la ichest ma dukheko xa,medical_emergency_request,mixed_dataset.csv
2831,mixed,k hoo yo bot,fallback_unclear,mixed_dataset.csv
2832,mixed,main road bnad cha,road_blockage_report,mixed_dataset.csv
2833,mixed,mero bwua sanga abhi reunite bhayo,family_reunification_status,mixed_dataset.csv
2834,mixed,kitchen ma aago agyo bhukampa ko bela,fire_incident_report,mixed_dataset.csv
2835,mixed,mero bhai lai baldy injury bhayo,injury_report,mixed_dataset.csv
2836,mixed,ahile kgarnu parxa,status_check_general,mixed_dataset.csv
2837,mixed,malai kahaa jana safe huncha,safe_location_query,mixed_dataset.csv
2838,mixed,behosh bhako mnxe lai kasari help garne,first_aid_query,mixed_dataset.csv
2839,mixed,merolai help chaincha,sos_help_request,mixed_dataset.csv
2840,mixed,hel chaincha ma darai xu,sos_help_request,mixed_dataset.csv
2841,mixed,Kathmandu ma ambulance patau na,medical_emergency_request,mixed_dataset.csv
2842,mixed,yo bhukampa sanga related xaina urgent pls,fallback_unclear,mixed_dataset.csv
2843,mixed,mero buwa safe cha vanera status update garna man xa,family_reunification_status,mixed_dataset.csv
2844,mixed,help chainchama darai xu,sos_help_request,mixed_dataset.csv
2845,mixed,budo budi sannga kasari evacuate garne,evacuation_guidance_query,mixed_dataset.csv
2846,mixed,next stepsk ho bhannu hos,status_check_general,mixed_dataset.csv
2847,mixed,ghau bhayeko thau makasari treat garne,first_aid_query,mixed_dataset.csv
2848,mixed,bazara ma fire lagyo,fire_incident_report,mixed_dataset.csv
2849,mixed,mero aama ko phone lagdaina bhukampa dekhi,family_member_missing,mixed_dataset.csv
2850,mixed,mero family ra kids ko lagi shelter chai,shelter_request,mixed_dataset.csv
2851,mixed,tapai k k garna saknu huncha,fallback_unclear,mixed_dataset.csv
2852,mixed,building bata evacuate garne steps,evacuation_guidance_query,mixed_dataset.csv
2853,mixed,temporary shelter kaha paunxa,shelter_request,mixed_dataset.csv
2854,mixed,gharbaliraxa fire brigade chai,fire_incident_report,mixed_dataset.csv
2855,mixed,shelter chaincha mero family ko lagi plz,shelter_request,mixed_dataset.csv
2856,mixed,mero buwa sanga abhi reunite bhayo,family_reunification_status,mixed_dataset.csv
2857,mixed,namaste bot are u online,greeting,mixed_dataset.csv
2858,mixed,thank u dai malai thaha bhayo,goodbye_thanks,mixed_dataset.csv
2859,mixed,merro buwa lai safely locate garya,family_reunification_status,mixed_dataset.csv
2860,mixed,koi vane help gara na,sos_help_request,mixed_dataset.csv
2861,mixed,mero saathi pinned under debris mlaai help chai,trapped_debris_report,mixed_dataset.csv
2862,mixed,hii tapaiko naam k ho,greeting,mixed_dataset.csv
2863,mixed,please help garnu bhai urgent pls,sos_help_request,mixed_dataset.csv
2864,mixed,aago lagyo bhukamppa pachi,fire_incident_report,mixed_dataset.csv
2865,mixed,electrical firre lagyo,fire_incident_report,mixed_dataset.csv
2866,mixed,mero saathi bhukampa pachi missing hunuhuncha,family_member_missing,mixed_dataset.csv
2867,mixed,red corss ko helpline number,emergency_contact_request,mixed_dataset.csv
2868,mixed,cpr kasari garne,first_aid_query,mixed_dataset.csv
2869,mixed,thank u dai malai thahabhayo,goodbye_thanks,mixed_dataset.csv
2870,mixed,hey bhauju kcha,greeting,mixed_dataset.csv
2871,mixed,mero bhai lai badly injury bhayo plz,injury_report,mixed_dataset.csv
