text,intent,split,source
qsafe need water,food_water_request,real_world_test,generated
पानी शुद्धीकरण nepal,food_water_request,real_world_test,generated
पानी वितरण emergency,food_water_request,real_world_test,generated
qsafe hungry,food_water_request,real_world_test,generated
tirkha lageko help,food_water_request,real_world_test,generated
emergency aapatkalin pani,food_water_request,real_world_test,generated
nepal आपतकालीन खाना,food_water_request,real_world_test,generated
पानी वितरण,food_water_request,real_world_test,generated
drinking water urgent,food_water_request,real_world_test,generated
सफा पानी nepal,food_water_request,real_world_test,generated
राशन,food_water_request,real_world_test,generated
जीवित रहने किट now,food_water_request,real_world_test,generated
survival kit now,food_water_request,real_world_test,generated
emergency khana vitran,food_water_request,real_world_test,generated
भोक लागेको nepal,food_water_request,real_world_test,generated
bhok lageko now,food_water_request,real_world_test,generated
survival kit qsafe,food_water_request,real_world_test,generated
please राशन,food_water_request,real_world_test,generated
सुरक्षित पानी urgent,food_water_request,real_world_test,generated
rashan,food_water_request,real_world_test,generated
आपतकालीन पानी,food_water_request,real_world_test,generated
please khana vitran,food_water_request,real_world_test,generated
KHANA VITRAN,food_water_request,real_world_test,generated
emergency water nepal,food_water_request,real_world_test,generated
aapatkalin khana nepal,food_water_request,real_world_test,generated
emergency need food,food_water_request,real_world_test,generated
jivit rahne kit help,food_water_request,real_world_test,generated
survival kit,food_water_request,real_world_test,generated
help food distribution,food_water_request,real_world_test,generated
sahayata vitran emergency,food_water_request,real_world_test,generated
emergency राशन,food_water_request,real_world_test,generated
family missing,family_member_missing,real_world_test,generated
loved one missing,family_member_missing,real_world_test,generated
can't find family,family_member_missing,real_world_test,generated
family lost,family_member_missing,real_world_test,generated
परिवार हराएका,family_member_missing,real_world_test,generated
प्रियजन हराएका,family_member_missing,real_world_test,generated
परिवार फेला पार,family_member_missing,real_world_test,generated
परिवार गुम,family_member_missing,real_world_test,generated
parivar haraeka,family_member_missing,real_world_test,generated
priyajan haraeka,family_member_missing,real_world_test,generated
parivar fela par,family_member_missing,real_world_test,generated
parivar gum,family_member_missing,real_world_test,generated
missing person,family_member_missing,real_world_test,generated
lost person,family_member_missing,real_world_test,generated
can't locate,family_member_missing,real_world_test,generated
searching for family,family_member_missing,real_world_test,generated
हराएको व्यक्ति,family_member_missing,real_world_test,generated
हराएको मानिस,family_member_missing,real_world_test,generated
फेला पार्न सकिदैन,family_member_missing,real_world_test,generated
परिवार खोजी,family_member_missing,real_world_test,generated
haraeko vyakti,family_member_missing,real_world_test,generated
haraeko manis,family_member_missing,real_world_test,generated
fela parna sakidaina,family_member_missing,real_world_test,generated
parivar khoji,family_member_missing,real_world_test,generated
report missing,family_member_missing,real_world_test,generated
file missing report,family_member_missing,real_world_test,generated
missing person report,family_member_missing,real_world_test,generated
lost person report,family_member_missing,real_world_test,generated
हराएको रिपोर्ट,family_member_missing,real_world_test,generated
हराएको व्यक्ति रिपोर्ट,family_member_missing,real_world_test,generated
हराएको मानिस रिपोर्ट,family_member_missing,real_world_test,generated
हराएको रिपोर्ट,family_member_missing,real_world_test,generated
haraeko report,family_member_missing,real_world_test,generated
haraeko vyakti report,family_member_missing,real_world_test,generated
haraeko manis report,family_member_missing,real_world_test,generated
haraeko report,family_member_missing,real_world_test,generated
last seen location,family_member_missing,real_world_test,generated
where last seen,family_member_missing,real_world_test,generated
last contact,family_member_missing,real_world_test,generated
last communication,family_member_missing,real_world_test,generated
अन्तिम पटक देखिएको स्थान,family_member_missing,real_world_test,generated
अन्तिम पटक कहाँ देखियो,family_member_missing,real_world_test,generated
अन्तिम सम्पर्क,family_member_missing,real_world_test,generated
अन्तिम सञ्चार,family_member_missing,real_world_test,generated
antim patak dekieko sthan,family_member_missing,real_world_test,generated
antim patak kahan dekiyo,family_member_missing,real_world_test,generated
antim sampark,family_member_missing,real_world_test,generated
antim sanchar,family_member_missing,real_world_test,generated
family reunion,family_member_missing,real_world_test,generated
find family,family_member_missing,real_world_test,generated
locate family,family_member_missing,real_world_test,generated
family search,family_member_missing,real_world_test,generated
परिवार पुनर्मिलन,family_member_missing,real_world_test,generated
परिवार फेला पार्नु,family_member_missing,real_world_test,generated
परिवार पत्ता लगाउनु,family_member_missing,real_world_test,generated
परिवार खोज,family_member_missing,real_world_test,generated
parivar punarmilan,family_member_missing,real_world_test,generated
parivar fela parnu,family_member_missing,real_world_test,generated
parivar patta lagaunu,family_member_missing,real_world_test,generated
parivar khoj,family_member_missing,real_world_test,generated
qsafe हराएको रिपोर्ट,family_member_missing,real_world_test,generated
family lost please,family_member_missing,real_world_test,generated
help हराएको मानिस,family_member_missing,real_world_test,generated
nepal parivar haraeka,family_member_missing,real_world_test,generated
फेला पार्न सकिदैन help,family_member_missing,real_world_test,generated
parivar punarmilan qsafe,family_member_missing,real_world_test,generated
हराएको रिपोर्ट,family_member_missing,real_world_test,generated
emergency loved one missing,family_member_missing,real_world_test,generated
qsafe last contact,family_member_missing,real_world_test,generated
searching for family qsafe,family_member_missing,real_world_test,generated
please parivar fela par,family_member_missing,real_world_test,generated
haraeko report,family_member_missing,real_world_test,generated
haraeko report urgent,family_member_missing,real_world_test,generated
प्रियजन हराएका please,family_member_missing,real_world_test,generated
nepal परिवार फेला पार्नु,family_member_missing,real_world_test,generated
परिवार गुम help,family_member_missing,real_world_test,generated
emergency परिवार गुम,family_member_missing,real_world_test,generated
परिवार फेला पार्नु,family_member_missing,real_world_test,generated
nepal हराएको रिपोर्ट,family_member_missing,real_world_test,generated
please antim patak kahan dekiyo,family_member_missing,real_world_test,generated
haraeko report qsafe,family_member_missing,real_world_test,generated
हराएको मानिस urgent,family_member_missing,real_world_test,generated
परिवार फेला पार्नु help,family_member_missing,real_world_test,generated
हराएको मानिस रिपोर्ट please,family_member_missing,real_world_test,generated
help हराएको व्यक्ति रिपोर्ट,family_member_missing,real_world_test,generated
priyajan haraeka urgent,family_member_missing,real_world_test,generated
nepal missing person,family_member_missing,real_world_test,generated
help last contact,family_member_missing,real_world_test,generated
nepal antim sanchar,family_member_missing,real_world_test,generated
parivar haraeka nepal,family_member_missing,real_world_test,generated
please परिवार हराएका,family_member_missing,real_world_test,generated
qsafe find family,family_member_missing,real_world_test,generated
परिवार पत्ता लगाउनु urgent,family_member_missing,real_world_test,generated
nepal haraeko manis,family_member_missing,real_world_test,generated
help locate family,family_member_missing,real_world_test,generated
हराएको मानिस nepal,family_member_missing,real_world_test,generated
please family missing,family_member_missing,real_world_test,generated
please antim sampark,family_member_missing,real_world_test,generated
परिवार फेला पार्नु emergency,family_member_missing,real_world_test,generated
emergency where last seen,family_member_missing,real_world_test,generated
family status,family_reunification_status,real_world_test,generated
where is family,family_reunification_status,real_world_test,generated
family safe,family_reunification_status,real_world_test,generated
family location,family_reunification_status,real_world_test,generated
परिवार स्थिति,family_reunification_status,real_world_test,generated
परिवार कहाँ छ,family_reunification_status,real_world_test,generated
परिवार सुरक्षित,family_reunification_status,real_world_test,generated
परिवार स्थान,family_reunification_status,real_world_test,generated
parivar sthiti,family_reunification_status,real_world_test,generated
parivar kahan cha,family_reunification_status,real_world_test,generated
parivar surakshit,family_reunification_status,real_world_test,generated
parivar sthan,family_reunification_status,real_world_test,generated
reunification center,family_reunification_status,real_world_test,generated
family meeting point,family_reunification_status,real_world_test,generated
reunion location,family_reunification_status,real_world_test,generated
gathering point,family_reunification_status,real_world_test,generated
पुनर्मिलन केन्द्र,family_reunification_status,real_world_test,generated
परिवार भेटथलो,family_reunification_status,real_world_test,generated
पुनर्मिलन स्थान,family_reunification_status,real_world_test,generated
भेटथलो,family_reunification_status,real_world_test,generated
punarmilan kendra,family_reunification_status,real_world_test,generated
parivar beththalo,family_reunification_status,real_world_test,generated
punarmilan sthan,family_reunification_status,real_world_test,generated
beththalo,family_reunification_status,real_world_test,generated
family found,family_reunification_status,real_world_test,generated
located family,family_reunification_status,real_world_test,generated
family safe,family_reunification_status,real_world_test,generated
family alive,family_reunification_status,real_world_test,generated
परिवार फेला पारियो,family_reunification_status,real_world_test,generated
परिवार पत्ता लाग्यो,family_reunification_status,real_world_test,generated
परिवार सुरक्षित,family_reunification_status,real_world_test,generated
परिवार जीवित,family_reunification_status,real_world_test,generated
parivar fela pariyo,family_reunification_status,real_world_test,generated
parivar patta lagyo,family_reunification_status,real_world_test,generated
parivar surakshit,family_reunification_status,real_world_test,generated
parivar jivit,family_reunification_status,real_world_test,generated
search status,family_reunification_status,real_world_test,generated
looking for family,family_reunification_status,real_world_test,generated
search progress,family_reunification_status,real_world_test,generated
update on search,family_reunification_status,real_world_test,generated
खोज स्थिति,family_reunification_status,real_world_test,generated
परिवार खोजी,family_reunification_status,real_world_test,generated
खोज प्रगति,family_reunification_status,real_world_test,generated
खोज अपडेट,family_reunification_status,real_world_test,generated
khoj sthiti,family_reunification_status,real_world_test,generated
parivar khoji,family_reunification_status,real_world_test,generated
khoj pragati,family_reunification_status,real_world_test,generated
khoj update,family_reunification_status,real_world_test,generated
परिवार जीवित nepal,family_reunification_status,real_world_test,generated
parivar kahan cha help,family_reunification_status,real_world_test,generated
parivar surakshit help,family_reunification_status,real_world_test,generated
punarmilan sthan now,family_reunification_status,real_world_test,generated
qsafe parivar jivit,family_reunification_status,real_world_test,generated
parivar surakshit urgent,family_reunification_status,real_world_test,generated
nepal परिवार पत्ता लाग्यो,family_reunification_status,real_world_test,generated
punarmilan kendra nepal,family_reunification_status,real_world_test,generated
reunification center qsafe,family_reunification_status,real_world_test,generated
gathering point emergency,family_reunification_status,real_world_test,generated
family found please,family_reunification_status,real_world_test,generated
family safe,family_reunification_status,real_world_test,generated
punarmilan kendra qsafe,family_reunification_status,real_world_test,generated
परिवार सुरक्षित qsafe,family_reunification_status,real_world_test,generated
family found urgent,family_reunification_status,real_world_test,generated
qsafe खोज प्रगति,family_reunification_status,real_world_test,generated
परिवार खोजी,family_reunification_status,real_world_test,generated
परिवार जीवित,family_reunification_status,real_world_test,generated
help parivar sthiti,family_reunification_status,real_world_test,generated
looking for family now,family_reunification_status,real_world_test,generated
परिवार सुरक्षित nepal,family_reunification_status,real_world_test,generated
परिवार फेला पारियो,family_reunification_status,real_world_test,generated
nepal parivar patta lagyo,family_reunification_status,real_world_test,generated
परिवार पत्ता लाग्यो,family_reunification_status,real_world_test,generated
khoj pragati,family_reunification_status,real_world_test,generated
family safe nepal,family_reunification_status,real_world_test,generated
परिवार खोजी,family_reunification_status,real_world_test,generated
परिवार स्थिति help,family_reunification_status,real_world_test,generated
पुनर्मिलन केन्द्र now,family_reunification_status,real_world_test,generated
update on search qsafe,family_reunification_status,real_world_test,generated
emergency located family,family_reunification_status,real_world_test,generated
परिवार कहाँ छ nepal,family_reunification_status,real_world_test,generated
parivar beththalo nepal,family_reunification_status,real_world_test,generated
खोज अपडेट nepal,family_reunification_status,real_world_test,generated
parivar surakshit urgent,family_reunification_status,real_world_test,generated
emergency punarmilan kendra,family_reunification_status,real_world_test,generated
nepal parivar khoji,family_reunification_status,real_world_test,generated
परिवार जीवित nepal,family_reunification_status,real_world_test,generated
parivar surakshit,family_reunification_status,real_world_test,generated
UPDATE ON SEARCH,family_reunification_status,real_world_test,generated
emergency gathering point,family_reunification_status,real_world_test,generated
nepal खोज अपडेट,family_reunification_status,real_world_test,generated
पुनर्मिलन स्थान please,family_reunification_status,real_world_test,generated
KHOJ UPDATE,family_reunification_status,real_world_test,generated
FAMILY ALIVE,family_reunification_status,real_world_test,generated
खोज स्थिति qsafe,family_reunification_status,real_world_test,generated
परिवार सुरक्षित help,family_reunification_status,real_world_test,generated
parivar surakshit qsafe,family_reunification_status,real_world_test,generated
nepal भेटथलो,family_reunification_status,real_world_test,generated
where is family,family_reunification_status,real_world_test,generated
qsafe punarmilan kendra,family_reunification_status,real_world_test,generated
please family location,family_reunification_status,real_world_test,generated
injured,injury_report,real_world_test,generated
hurt,injury_report,real_world_test,generated
wounded,injury_report,real_world_test,generated
casualty,injury_report,real_world_test,generated
घाइते,injury_report,real_world_test,generated
चोटपट,injury_report,real_world_test,generated
घायेको,injury_report,real_world_test,generated
घात,injury_report,real_world_test,generated
gaite,injury_report,real_world_test,generated
chotpat,injury_report,real_world_test,generated
ghayeko,injury_report,real_world_test,generated
ghat,injury_report,real_world_test,generated
minor injury,injury_report,real_world_test,generated
small wound,injury_report,real_world_test,generated
light injury,injury_report,real_world_test,generated
slight hurt,injury_report,real_world_test,generated
सानो चोट,injury_report,real_world_test,generated
सानो घाउ,injury_report,real_world_test,generated
हल्को चोट,injury_report,real_world_test,generated
सानो पीडा,injury_report,real_world_test,generated
sano chot,injury_report,real_world_test,generated
sano ghau,injury_report,real_world_test,generated
halko chot,injury_report,real_world_test,generated
sano pida,injury_report,real_world_test,generated
severe injury,injury_report,real_world_test,generated
major wound,injury_report,real_world_test,generated
serious injury,injury_report,real_world_test,generated
critical condition,injury_report,real_world_test,generated
गम्भीर चोट,injury_report,real_world_test,generated
ठूलो घाउ,injury_report,real_world_test,generated
गम्भीर चोट,injury_report,real_world_test,generated
गम्भीर अवस्थस,injury_report,real_world_test,generated
gambhir chot,injury_report,real_world_test,generated
thulo ghau,injury_report,real_world_test,generated
gambhir chot,injury_report,real_world_test,generated
gambhir avastha,injury_report,real_world_test,generated
bleeding,injury_report,real_world_test,generated
blood loss,injury_report,real_world_test,generated
open wound,injury_report,real_world_test,generated
laceration,injury_report,real_world_test,generated
रगत बग्दै,injury_report,real_world_test,generated
रगत कम,injury_report,real_world_test,generated
खुला घाउ,injury_report,real_world_test,generated
चीर,injury_report,real_world_test,generated
ragat bagdai,injury_report,real_world_test,generated
ragat kam,injury_report,real_world_test,generated
khula ghau,injury_report,real_world_test,generated
chir,injury_report,real_world_test,generated
broken bone,injury_report,real_world_test,generated
fracture,injury_report,real_world_test,generated
bone injury,injury_report,real_world_test,generated
skeletal injury,injury_report,real_world_test,generated
हाड भाँचिएको,injury_report,real_world_test,generated
फ्र्याक्चर,injury_report,real_world_test,generated
हाड चोट,injury_report,real_world_test,generated
कंकाल चोट,injury_report,real_world_test,generated
had bhanchieko,injury_report,real_world_test,generated
fracture,injury_report,real_world_test,generated
had chot,injury_report,real_world_test,generated
kankal chot,injury_report,real_world_test,generated
head injury,injury_report,real_world_test,generated
concussion,injury_report,real_world_test,generated
brain injury,injury_report,real_world_test,generated
skull fracture,injury_report,real_world_test,generated
टाउकोमा चोट,injury_report,real_world_test,generated
मस्तिष्क झड्का,injury_report,real_world_test,generated
मस्तिष्क चोट,injury_report,real_world_test,generated
खोपडी फ्र्याक्चर,injury_report,real_world_test,generated
tauko ma chot,injury_report,real_world_test,generated
mastishka jhadka,injury_report,real_world_test,generated
mastishka chot,injury_report,real_world_test,generated
khopadi fracture,injury_report,real_world_test,generated
burn injury,injury_report,real_world_test,generated
thermal burn,injury_report,real_world_test,generated
chemical burn,injury_report,real_world_test,generated
electrical burn,injury_report,real_world_test,generated
जलन चोट,injury_report,real_world_test,generated
ताप्क्रिय जलन,injury_report,real_world_test,generated
रासायनिक जलन,injury_report,real_world_test,generated
विद्युतीय जलन,injury_report,real_world_test,generated
jalan chot,injury_report,real_world_test,generated
tapkriya jalan,injury_report,real_world_test,generated
rasayanik jalan,injury_report,real_world_test,generated
vidyutiya jalan,injury_report,real_world_test,generated
ragat kam now,injury_report,real_world_test,generated
कंकाल चोट,injury_report,real_world_test,generated
help गम्भीर अवस्थस,injury_report,real_world_test,generated
हाड भाँचिएको emergency,injury_report,real_world_test,generated
sano pida,injury_report,real_world_test,generated
HALKO CHOT,injury_report,real_world_test,generated
रासायनिक जलन nepal,injury_report,real_world_test,generated
broken bone emergency,injury_report,real_world_test,generated
गम्भीर चोट help,injury_report,real_world_test,generated
chemical burn,injury_report,real_world_test,generated
ठूलो घाउ help,injury_report,real_world_test,generated
please tapkriya jalan,injury_report,real_world_test,generated
please had chot,injury_report,real_world_test,generated
nepal hurt,injury_report,real_world_test,generated
nepal kankal chot,injury_report,real_world_test,generated
emergency bleeding,injury_report,real_world_test,generated
first aid,first_aid_query,real_world_test,generated
emergency treatment,first_aid_query,real_world_test,generated
medical help,first_aid_query,real_world_test,generated
injury treatment,first_aid_query,real_world_test,generated
प्राथमिक उपचार,first_aid_query,real_world_test,generated
आपतकालीन उपचार,first_aid_query,real_world_test,generated
चिकित्सा मद्दत,first_aid_query,real_world_test,generated
चोट उपचार,first_aid_query,real_world_test,generated
prathamik upchar,first_aid_query,real_world_test,generated
aapatkalin upchar,first_aid_query,real_world_test,generated
chikitsa madat,first_aid_query,real_world_test,generated
chot upchar,first_aid_query,real_world_test,generated
cpr instructions,first_aid_query,real_world_test,generated
cpr steps,first_aid_query,real_world_test,generated
cardiopulmonary resuscitation,first_aid_query,real_world_test,generated
cpr guide,first_aid_query,real_world_test,generated
सीपीआर निर्देशन,first_aid_query,real_world_test,generated
सीपीआर चरण,first_aid_query,real_world_test,generated
कार्डियोपल्मोनरी पुनर्जीवन,first_aid_query,real_world_test,generated
सीपीआर मार्गदर्शन,first_aid_query,real_world_test,generated
cpr nirdeshan,first_aid_query,real_world_test,generated
cpr charan,first_aid_query,real_world_test,generated
cardiopulmonary punarjivan,first_aid_query,real_world_test,generated
cpr margadarshan,first_aid_query,real_world_test,generated
bleeding control,first_aid_query,real_world_test,generated
stop bleeding,first_aid_query,real_world_test,generated
wound care,first_aid_query,real_world_test,generated
bandage application,first_aid_query,real_world_test,generated
रगत रोक्न,first_aid_query,real_world_test,generated
रगत रोक्ने,first_aid_query,real_world_test,generated
घाउ हेरचाह,first_aid_query,real_world_test,generated
पट्टी लगाउने,first_aid_query,real_world_test,generated
ragat rokna,first_aid_query,real_world_test,generated
ragat rokne,first_aid_query,real_world_test,generated
ghau herachah,first_aid_query,real_world_test,generated
patti lagane,first_aid_query,real_world_test,generated
burn treatment,first_aid_query,real_world_test,generated
burn care,first_aid_query,real_world_test,generated
thermal injury,first_aid_query,real_world_test,generated
burn first aid,first_aid_query,real_world_test,generated
जलन उपचार,first_aid_query,real_world_test,generated
जलन हेरचाह,first_aid_query,real_world_test,generated
ताप्क्रिय चोट,first_aid_query,real_world_test,generated
जलन प्राथमिक उपचार,first_aid_query,real_world_test,generated
jalan upchar,first_aid_query,real_world_test,generated
jalan herachah,first_aid_query,real_world_test,generated
tapkriya chot,first_aid_query,real_world_test,generated
jalan prathamik upchar,first_aid_query,real_world_test,generated
fracture care,first_aid_query,real_world_test,generated
broken bone treatment,first_aid_query,real_world_test,generated
splint application,first_aid_query,real_world_test,generated
immobilization,first_aid_query,real_world_test,generated
फ्र्याक्चर हेरचाह,first_aid_query,real_world_test,generated
हाड भाँचिएको उपचार,first_aid_query,real_world_test,generated
स्प्लिन्ट लगाउने,first_aid_query,real_world_test,generated
अस्थिरता,first_aid_query,real_world_test,generated
fracture herachah,first_aid_query,real_world_test,generated
had bhanchieko upchar,first_aid_query,real_world_test,generated
splint lagane,first_aid_query,real_world_test,generated
asthirata,first_aid_query,real_world_test,generated
choking relief,first_aid_query,real_world_test,generated
heimlich maneuver,first_aid_query,real_world_test,generated
airway clearance,first_aid_query,real_world_test,generated
choking first aid,first_aid_query,real_world_test,generated
दम राहत,first_aid_query,real_world_test,generated
हाइमलिच मनुभर,first_aid_query,real_world_test,generated
श्वासनली मुक्त,first_aid_query,real_world_test,generated
दम प्राथमिक उपचार,first_aid_query,real_world_test,generated
dam rahat,first_aid_query,real_world_test,generated
heimlich maneuver,first_aid_query,real_world_test,generated
shwasnali mukta,first_aid_query,real_world_test,generated
dam prathamik upchar,first_aid_query,real_world_test,generated
shock treatment,first_aid_query,real_world_test,generated
shock management,first_aid_query,real_world_test,generated
hypothermia care,first_aid_query,real_world_test,generated
heat stroke treatment,first_aid_query,real_world_test,generated
झड्का उपचार,first_aid_query,real_world_test,generated
झड्का व्यवस्थापन,first_aid_query,real_world_test,generated
हाइपोथर्मिया हेरचाह,first_aid_query,real_world_test,generated
हिट स्ट्रोक उपचार,first_aid_query,real_world_test,generated
jhadka upchar,first_aid_query,real_world_test,generated
jhadka vyavasthapan,first_aid_query,real_world_test,generated
hypothermia herachah,first_aid_query,real_world_test,generated
heat stroke upchar,first_aid_query,real_world_test,generated
heimlich maneuver,first_aid_query,real_world_test,generated
aapatkalin upchar help,first_aid_query,real_world_test,generated
jalan upchar emergency,first_aid_query,real_world_test,generated
emergency thermal injury,first_aid_query,real_world_test,generated
स्प्लिन्ट लगाउने qsafe,first_aid_query,real_world_test,generated
ragat rokna help,first_aid_query,real_world_test,generated
thermal injury please,first_aid_query,real_world_test,generated
broken bone treatment nepal,first_aid_query,real_world_test,generated
HEIMLICH MANEUVER,first_aid_query,real_world_test,generated
घाउ हेरचाह urgent,first_aid_query,real_world_test,generated
shock management now,first_aid_query,real_world_test,generated
please shock management,first_aid_query,real_world_test,generated
burn care,first_aid_query,real_world_test,generated
please splint application,first_aid_query,real_world_test,generated
emergency treatment emergency,first_aid_query,real_world_test,generated
nepal चिकित्सा मद्दत,first_aid_query,real_world_test,generated
emergency number,emergency_contact_request,real_world_test,generated
helpline number,emergency_contact_request,real_world_test,generated
hotline number,emergency_contact_request,real_world_test,generated
emergency contact,emergency_contact_request,real_world_test,generated
आपतकालीन नम्बर,emergency_contact_request,real_world_test,generated
हेल्पलाइन नम्बर,emergency_contact_request,real_world_test,generated
हटलाइन नम्बर,emergency_contact_request,real_world_test,generated
आपतकालीन सम्पर्क,emergency_contact_request,real_world_test,generated
aapatkalin number,emergency_contact_request,real_world_test,generated
helpline number,emergency_contact_request,real_world_test,generated
hotline number,emergency_contact_request,real_world_test,generated
aapatkalin sampark,emergency_contact_request,real_world_test,generated
police emergency,emergency_contact_request,real_world_test,generated
police number,emergency_contact_request,real_world_test,generated
call police,emergency_contact_request,real_world_test,generated
police help,emergency_contact_request,real_world_test,generated
प्रहरी आपतकाल,emergency_contact_request,real_world_test,generated
प्रहरी नम्बर,emergency_contact_request,real_world_test,generated
प्रहरी बोलाउ,emergency_contact_request,real_world_test,generated
प्रहरी सहायता,emergency_contact_request,real_world_test,generated
prahari aapatkal,emergency_contact_request,real_world_test,generated
prahari number,emergency_contact_request,real_world_test,generated
prahari bolau,emergency_contact_request,real_world_test,generated
prahari sahayata,emergency_contact_request,real_world_test,generated
ambulance number,emergency_contact_request,real_world_test,generated
medical emergency,emergency_contact_request,real_world_test,generated
hospital contact,emergency_contact_request,real_world_test,generated
health services,emergency_contact_request,real_world_test,generated
एम्बुलेन्स नम्बर,emergency_contact_request,real_world_test,generated
चिकित्सा आपतकाल,emergency_contact_request,real_world_test,generated
अस्पताल सम्पर्क,emergency_contact_request,real_world_test,generated
स्वास्थ्य सेवा,emergency_contact_request,real_world_test,generated
ambulance number,emergency_contact_request,real_world_test,generated
chikitsa aapatkal,emergency_contact_request,real_world_test,generated
aspatal sampark,emergency_contact_request,real_world_test,generated
swasthya seva,emergency_contact_request,real_world_test,generated
fire department,emergency_contact_request,real_world_test,generated
fire emergency,emergency_contact_request,real_world_test,generated
fire brigade,emergency_contact_request,real_world_test,generated
fire services,emergency_contact_request,real_world_test,generated
अग्निशमन विभाग,emergency_contact_request,real_world_test,generated
आगो आपतकाल,emergency_contact_request,real_world_test,generated
अग्निशमन,emergency_contact_request,real_world_test,generated
आगो सेवा,emergency_contact_request,real_world_test,generated
agnishman vibhag,emergency_contact_request,real_world_test,generated
aago aapatkal,emergency_contact_request,real_world_test,generated
agnishman,emergency_contact_request,real_world_test,generated
aago seva,emergency_contact_request,real_world_test,generated
disaster response,emergency_contact_request,real_world_test,generated
emergency services,emergency_contact_request,real_world_test,generated
rescue services,emergency_contact_request,real_world_test,generated
relief services,emergency_contact_request,real_world_test,generated
आपद प्रतिक्रिया,emergency_contact_request,real_world_test,generated
आपतकालीन सेवा,emergency_contact_request,real_world_test,generated
बचाव सेवा,emergency_contact_request,real_world_test,generated
राहत सेवा,emergency_contact_request,real_world_test,generated
aapad pratikriya,emergency_contact_request,real_world_test,generated
aapatkalin seva,emergency_contact_request,real_world_test,generated
bachav seva,emergency_contact_request,real_world_test,generated
rahat seva,emergency_contact_request,real_world_test,generated
government helpline,emergency_contact_request,real_world_test,generated
official contact,emergency_contact_request,real_world_test,generated
authority contact,emergency_contact_request,real_world_test,generated
government services,emergency_contact_request,real_world_test,generated
सरकारी हेल्पलाइन,emergency_contact_request,real_world_test,generated
आधिकारिक सम्पर्क,emergency_contact_request,real_world_test,generated
प्राधिकरण सम्पर्क,emergency_contact_request,real_world_test,generated
सरकारी सेवा,emergency_contact_request,real_world_test,generated
sarkari helpline,emergency_contact_request,real_world_test,generated
adhikarik sampark,emergency_contact_request,real_world_test,generated
pradhikaran sampark,emergency_contact_request,real_world_test,generated
sarkari seva,emergency_contact_request,real_world_test,generated
ndrrma contact,emergency_contact_request,real_world_test,generated
disaster authority,emergency_contact_request,real_world_test,generated
emergency management,emergency_contact_request,real_world_test,generated
disaster management,emergency_contact_request,real_world_test,generated
एनडीआरआरएमए सम्पर्क,emergency_contact_request,real_world_test,generated
आपद प्राधिकरण,emergency_contact_request,real_world_test,generated
आपतकालीन व्यवस्थापन,emergency_contact_request,real_world_test,generated
आपद व्यवस्थापन,emergency_contact_request,real_world_test,generated
ndrrma sampark,emergency_contact_request,real_world_test,generated
aapad pradhikaran,emergency_contact_request,real_world_test,generated
aapatkalin vyavasthapan,emergency_contact_request,real_world_test,generated
aapad vyavasthapan,emergency_contact_request,real_world_test,generated
आपद प्राधिकरण qsafe,emergency_contact_request,real_world_test,generated
government services nepal,emergency_contact_request,real_world_test,generated
qsafe fire department,emergency_contact_request,real_world_test,generated
चिकित्सा आपतकाल emergency,emergency_contact_request,real_world_test,generated
aago aapatkal please,emergency_contact_request,real_world_test,generated
aapad pradhikaran please,emergency_contact_request,real_world_test,generated
please आपद व्यवस्थापन,emergency_contact_request,real_world_test,generated
emergency प्रहरी नम्बर,emergency_contact_request,real_world_test,generated
nepal police emergency,emergency_contact_request,real_world_test,generated
emergency ndrrma sampark,emergency_contact_request,real_world_test,generated
please हेल्पलाइन नम्बर,emergency_contact_request,real_world_test,generated
aapad pratikriya,emergency_contact_request,real_world_test,generated
emergency management now,emergency_contact_request,real_world_test,generated
प्रहरी आपतकाल,emergency_contact_request,real_world_test,generated
fire emergency now,emergency_contact_request,real_world_test,generated
आपतकालीन सेवा,emergency_contact_request,real_world_test,generated
power outage,power_outage_report,real_world_test,generated
electricity gone,power_outage_report,real_world_test,generated
no power,power_outage_report,real_world_test,generated
blackout,power_outage_report,real_world_test,generated
विद्युत विद्युत गयो,power_outage_report,real_world_test,generated
विद्युत छैन,power_outage_report,real_world_test,generated
विद्युत बन्द,power_outage_report,real_world_test,generated
ब्ल्याकआउट,power_outage_report,real_world_test,generated
vidyut vidyut gayo,power_outage_report,real_world_test,generated
vidyut chaina,power_outage_report,real_world_test,generated
vidyut banda,power_outage_report,real_world_test,generated
blackout,power_outage_report,real_world_test,generated
electricity failure,power_outage_report,real_world_test,generated
power failure,power_outage_report,real_world_test,generated
grid failure,power_outage_report,real_world_test,generated
power cut,power_outage_report,real_world_test,generated
विद्युत विफलता,power_outage_report,real_world_test,generated
विद्युत विफलता,power_outage_report,real_world_test,generated
ग्रिड विफलता,power_outage_report,real_world_test,generated
विद्युत कट,power_outage_report,real_world_test,generated
vidyut bipalta,power_outage_report,real_world_test,generated
vidyut bipalta,power_outage_report,real_world_test,generated
grid bipalta,power_outage_report,real_world_test,generated
vidyut kat,power_outage_report,real_world_test,generated
area blackout,power_outage_report,real_world_test,generated
neighborhood outage,power_outage_report,real_world_test,generated
city power gone,power_outage_report,real_world_test,generated
regional outage,power_outage_report,real_world_test,generated
क्षेत्र ब्ल्याकआउट,power_outage_report,real_world_test,generated
छिमेकी विद्युत बन्द,power_outage_report,real_world_test,generated
